,easting,northing,timestamp,node_id
0,728530.4348826738,4632405.840502142,2013-03-26 11:30:01,-1
1,728604.7917315736,4632296.270615568,0,99
2,728615.4323211499,4632279.959894167,0,97
3,728622.1039083805,4632269.733278582,2013-03-26 11:30:32,-1
4,728680.2630826859,4632178.727404296,0,86
5,728704.1888070414,4632140.5905886125,0,84
6,728790.5880432073,4632008.531362718,0,63
7,728801.5998618008,4631991.562745308,2013-03-26 11:31:06,-1
8,728801.5998618008,4631991.562745308,2013-03-26 11:31:37,-1
9,728825.3748999406,4631955.043469166,0,56
10,728853.7374246408,4631911.520337268,2013-03-26 11:32:10,-1
11,728873.1673577782,4631881.574673016,0,49
12,728762.6295774309,4631843.016164694,0,50
13,728644.4600446959,4631901.101109412,2013-03-26 11:32:42,-1
14,728633.5385800088,4631908.460396009,0,52
15,728579.9923637044,4631860.566779733,0,45
16,728569.3234181338,4631851.058377264,2013-03-26 11:33:14,-1
17,728544.1972221239,4631828.679746408,0,42
18,728486.1029182471,4631776.019781144,2013-03-26 11:33:47,-1
19,728481.1384234717,4631771.503874317,0,39
20,728418.447135644,4631714.499849314,0,33
21,728414.5658626398,4631711.040997909,0,32
22,728373.8315114919,4631674.4420145685,2013-03-26 11:34:20,-1
23,728373.8315114919,4631674.4420145685,2013-03-26 11:34:52,-1
24,728327.1489754708,4631632.6473111985,2013-03-26 11:35:24,-1
25,728318.3565299828,4631624.819116835,0,25
26,728284.9363738121,4631663.342794701,0,26
27,728249.9793428499,4631703.570101639,0,29
28,728224.6153150843,4631732.758495703,0,36
29,728206.444007403,4631753.669876062,2013-03-26 11:35:56,-1
30,728206.444007403,4631753.669876062,2013-03-26 11:36:27,-1
31,728171.3061258662,4631794.180820486,0,40
32,728103.4874116757,4631871.6741083115,2013-03-26 11:36:59,-1
33,728095.4574558064,4631880.862325015,0,48
34,728081.5337174479,4631896.7946159765,0,51
35,728078.283146967,4631900.51672732,2013-03-26 11:37:32,-1
36,728078.283146967,4631900.51672732,2013-03-26 11:38:05,-1
37,728070.4692057241,4631909.46419039,0,53
38,728067.4618237438,4631912.907846492,0,54
39,728040.728517388,4631943.606029237,0,55
40,728005.7003876325,4631983.94122803,0,61
41,727948.854509304,4632049.421741997,2013-03-26 11:38:37,-1
42,727935.2773578018,4632065.074309647,0,65
43,727890.3282594687,4632116.753203805,2013-03-26 11:39:09,-1
44,727849.4129105425,4632132.246565968,0,80
45,727815.8044348685,4632124.043413933,2013-03-26 11:39:41,-1
46,727815.8044348685,4632124.043413933,0,74
47,727815.3361903337,4632123.821195696,2013-03-26 11:40:13,-1
48,727767.0900048222,4632120.836734956,0,73
49,727732.5353298681,4631991.826355498,0,62
50,727716.8329913719,4631974.87708015,0,60
51,727635.7222680954,4631889.533096187,2013-03-26 11:40:45,-1
52,727645.9138198976,4631832.890141643,2013-03-26 11:41:17,-1
53,727646.6108911196,4631831.1265771575,0,43
54,727700.9442944989,4631703.854956708,2013-03-26 11:41:49,-1
55,727737.9335099878,4631615.610326653,0,24
56,727744.8260648372,4631599.042711489,0,23
57,727696.4856245816,4631555.373154681,0,21
58,727685.1074945843,4631529.296863607,2013-03-26 11:42:20,-1
59,727685.0132996468,4631526.552047027,0,20
60,727689.7435908802,4631522.407143207,0,18
61,727807.1111774597,4631390.4516493445,2013-03-26 11:42:52,-1
62,727777.266834047,4631318.587878703,2013-03-26 11:43:26,-1
63,727745.64308949,4631294.622136246,2013-03-26 11:43:58,-1
64,727745.64308949,4631294.622136246,0,16
65,727595.6251576005,4631452.440538848,2013-03-26 11:44:30,-1
66,727632.9573643468,4631521.111998737,2013-03-26 11:45:01,-1
67,727632.9573643468,4631521.111998737,0,17
68,727635.1669997848,4631521.724169917,2013-03-26 11:45:34,-1
69,727685.0132996468,4631526.552047027,0,20
70,727696.4856245816,4631555.373154681,0,21
71,727744.8260648372,4631599.042711489,0,23
72,727805.9747423861,4631510.57586525,2013-03-26 11:46:05,-1
73,727845.1239324361,4631492.314807823,0,15
74,727966.6999649619,4631515.396897696,2013-03-26 11:46:39,-1
75,727981.5276204003,4631518.124125179,0,14
76,727977.5889129573,4631422.740378108,0,12
77,728020.4018208731,4631288.002019746,2013-03-26 11:47:07,-1
78,728022.6800876791,4631276.570257835,0,8
79,728025.9088060167,4631216.963775944,0,6
80,727971.2397848051,4631165.8859306965,0,3
81,727971.2397848051,4631165.8859306965,2013-03-26 11:47:34,-1
82,727971.2397848051,4631165.8859306965,0,3
83,727991.5890208408,4631124.190033719,0,4
84,727999.017537324,4631108.968889372,2013-03-26 11:48:09,-1
85,728095.0063303579,4631135.745400471,2013-03-26 11:48:33,-1
86,728095.8890171293,4631175.332404884,0,5
87,728056.6169031516,4631156.075750032,2013-03-26 11:48:49,-1
88,727991.5890208408,4631124.190033719,0,4
89,727975.2404649442,4631157.688475685,2013-03-26 11:49:21,-1
90,727975.2404649442,4631157.688475685,2013-03-26 11:49:54,-1
91,727971.2397848051,4631165.8859306965,0,3
92,728025.9088060167,4631216.963775944,0,6
93,728022.6800876791,4631276.570257835,0,8
94,727980.6832773952,4631412.094877389,2013-03-26 11:50:26,-1
95,727977.5889129573,4631422.740378108,0,12
96,727981.5276204003,4631518.124125179,0,14
97,727984.2223456445,4631542.446251208,2013-03-26 11:50:58,-1
98,728028.8800985152,4631668.137400655,0,27
99,728029.4367409274,4631668.629349686,0,28
100,728044.9159789262,4631682.309838395,2013-03-26 11:51:30,-1
101,728116.4354359065,4631745.518448775,2013-03-26 11:52:02,-1
102,728119.1858354583,4631747.949240912,0,38
103,728151.6484011409,4631776.741809535,2013-03-26 11:52:34,-1
104,728151.6484011409,4631776.741809535,2013-03-26 11:53:06,-1
105,728171.3061258662,4631794.180820486,0,40
106,728217.8111622238,4631740.588654709,2013-03-26 11:53:38,-1
107,728224.6153150843,4631732.758495703,0,36
108,728249.7412433301,4631703.8441016,2013-03-26 11:54:10,-1
109,728249.9793428499,4631703.570101639,0,29
110,728284.9363738121,4631663.342794701,0,26
111,728318.3565299828,4631624.819116835,0,25
112,728346.8261928335,4631650.231885125,2013-03-26 11:54:43,-1
113,728414.5658626398,4631711.040997909,0,32
114,728418.447135644,4631714.499849314,0,33
115,728461.5976257335,4631753.728980287,2013-03-26 11:55:16,-1
116,728481.1384234717,4631771.503874317,0,39
117,728544.1972221239,4631828.679746408,0,42
118,728573.2064646034,4631854.519034964,2013-03-26 11:55:48,-1
119,728579.9923637044,4631860.566779733,0,45
120,728632.4701766577,4631907.4978968855,2013-03-26 11:56:20,-1
121,728633.5385800088,4631908.460396009,0,52
122,728762.6295774309,4631843.016164694,0,50
123,728842.5363795982,4631866.071507494,2013-03-26 11:56:52,-1
124,728842.5363795982,4631866.071507494,2013-03-26 11:57:24,-1
125,728873.1673577782,4631881.574673016,0,49
126,728835.1656147683,4631940.0193280745,2013-03-26 11:57:56,-1
127,728825.3748999406,4631955.043469166,0,56
128,728790.5880432073,4632008.531362718,0,63
129,728704.1888070414,4632140.5905886125,0,84
130,728680.2630826859,4632178.727404296,0,86
131,728656.708276819,4632216.352687911,2013-03-26 11:58:28,-1
132,728615.4323211499,4632279.959894167,0,97
133,728604.7917315736,4632296.270615568,0,99
134,728585.9789370736,4632325.10862962,2013-03-26 11:59:01,-1
135,728542.5640256561,4632388.502373462,2013-03-26 11:59:32,-1
136,728521.0369477859,4632419.27447721,0,110
137,728457.8832124146,4632511.287469884,0,118
138,728444.1319174189,4632530.410080707,0,119
139,728384.4201326584,4632590.299336024,0,123
140,728285.4588486305,4632679.855304588,2013-03-26 12:00:05,-1
141,728240.6765748365,4632726.974268274,0,128
142,728240.0166194066,4632727.677658364,0,129
143,728101.5996920392,4632907.706479413,0,141
144,728101.0273844395,4632908.687724283,0,142
145,728034.3743847919,4633078.701071244,2013-03-26 12:00:38,-1
146,728034.1653009793,4633079.28249721,0,150
147,728014.6482978612,4633143.571924036,0,158
148,727995.8607604466,4633148.640090805,0,159
149,727893.8094297154,4633118.257010952,0,157
150,727863.5392116483,4633106.492320062,2013-03-26 12:01:10,-1
151,727863.5392116483,4633106.492320062,2013-03-26 12:01:41,-1
152,727847.7011662098,4633100.33677442,0,152
153,727804.9283113144,4633081.626943026,0,151
154,727863.3521106939,4632954.291036888,2013-03-26 12:02:13,-1
155,727884.8839327889,4632913.561497867,0,143
156,727979.231412272,4632802.644758685,0,136
157,728010.827662651,4632776.214745715,2013-03-26 12:02:45,-1
158,728032.71061219,4632760.671161955,0,131
159,728082.6632871266,4632720.227099962,2013-03-26 12:03:17,-1
160,728094.3459866298,4632708.548969656,0,127
161,728126.2493309984,4632677.56376115,0,126
162,728157.0532785861,4632656.92750813,2013-03-26 12:03:45,-1
163,728233.3852621642,4632720.434604726,2013-03-26 12:04:14,-1
164,728240.6765748365,4632726.974268274,0,128
165,728374.0122944227,4632598.992700594,2013-03-26 12:04:46,-1
166,728384.4201326584,4632590.299336024,0,123
167,728443.4992146414,4632531.288555901,2013-03-26 12:05:18,-1
168,728444.1319174189,4632530.410080707,0,119
169,728457.8832124146,4632511.287469884,0,118
170,728517.8685971597,4632423.910224411,2013-03-26 12:05:51,-1
171,728521.0369477859,4632419.27447721,0,110
172,728530.4348826738,4632405.840502142,2013-03-26 12:06:21,-1
