,easting,northing,timestamp,node_id
0,729093.8002561881,4631547.356470997,2013-04-18 16:00:17,-1
1,729093.8002561881,4631547.356470997,2013-04-18 16:01:20,-1
2,729109.549061113,4631523.353480335,0,19
3,729120.568859282,4631506.558666509,0,13
4,729206.8566383197,4631378.534337811,2013-04-18 16:02:25,-1
5,729209.4409303935,4631375.614266915,0,11
6,729212.6435107002,4631371.715589924,0,10
7,729185.2926239073,4631350.607051307,0,9
8,729077.8219338151,4631107.3688455485,2013-04-18 16:03:29,-1
9,729237.381842149,4631269.666999339,2013-04-18 16:04:30,-1
10,729185.2926239073,4631350.607051307,0,9
11,729185.2926239073,4631350.607051307,2013-04-18 16:05:37,-1
12,729185.2926239073,4631350.607051307,0,9
13,729212.6435107002,4631371.715589924,0,10
14,729209.4409303935,4631375.614266915,0,11
15,729120.568859282,4631506.558666509,0,13
16,729109.549061113,4631523.353480335,0,19
17,729068.186304709,4631586.383659424,0,22
18,729036.7057296206,4631634.327468222,2013-04-18 16:06:34,-1
19,728981.813057838,4631717.329459976,0,34
20,728965.6743760305,4631743.377329269,0,37
21,728934.3492820789,4631791.734014436,2013-04-18 16:07:39,-1
22,728900.1131181465,4631841.280856978,0,44
23,728873.1673577782,4631881.574673016,0,49
24,728826.6301205523,4631859.595072216,2013-04-18 16:08:43,-1
25,728762.6295774309,4631843.016164694,0,50
26,728633.5385800088,4631908.460396009,0,52
27,728579.9923637044,4631860.566779733,0,45
28,728558.846161936,4631841.723407413,2013-04-18 16:09:39,-1
29,728544.1972221239,4631828.679746408,0,42
30,728481.1384234717,4631771.503874317,0,39
31,728418.447135644,4631714.499849314,0,33
32,728414.5658626398,4631711.040997909,0,32
33,728351.2046640499,4631654.157162077,2013-04-18 16:10:43,-1
34,728351.2046640499,4631654.157162077,2013-04-18 16:11:39,-1
35,728318.3565299828,4631624.819116835,0,25
36,728284.9363738121,4631663.342794701,0,26
37,728249.9793428499,4631703.570101639,0,29
38,728224.6153150843,4631732.758495703,0,36
39,728207.4615938166,4631752.498846607,2013-04-18 16:12:43,-1
40,728207.4615938166,4631752.498846607,2013-04-18 16:13:47,-1
41,728171.3061258662,4631794.180820486,0,40
42,728095.4574558064,4631880.862325015,0,48
43,728082.2434274763,4631895.982527558,2013-04-18 16:14:51,-1
44,728081.5337174479,4631896.7946159765,0,51
45,728070.4692057241,4631909.46419039,0,53
46,728067.4618237438,4631912.907846492,0,54
47,728040.728517388,4631943.606029237,0,55
48,728005.7003876325,4631983.94122803,0,61
49,727977.9827491848,4632015.858848294,2013-04-18 16:15:55,-1
50,727935.2773578018,4632065.074309647,0,65
51,727849.4129105425,4632132.246565968,0,80
52,727815.8044348685,4632124.043413933,2013-04-18 16:16:59,-1
53,727815.8044348685,4632124.043413933,0,74
54,727767.0900048222,4632120.836734956,0,73
55,727677.4214841528,4632217.900641248,0,89
56,727677.4214841528,4632217.900641248,2013-04-18 16:18:04,-1
57,727677.4214841528,4632217.900641248,0,89
58,727661.4619096294,4632267.187655034,0,95
59,727534.0742046069,4632465.283567259,0,113
60,727510.770322584,4632523.565108826,2013-04-18 16:19:07,-1
61,727209.1108120242,4632761.193828728,0,132
62,726955.9237124748,4632560.697825746,2013-04-18 16:20:05,-1
63,727050.9069009611,4632635.913939347,2013-04-18 16:21:09,-1
64,727209.1108120242,4632761.193828728,0,132
65,727111.9404279711,4633104.880091405,0,153
66,727147.5773936221,4633102.358765126,2013-04-18 16:22:06,-1
67,727226.2841460742,4633055.625763785,0,149
68,727387.2552190293,4632816.10957179,0,138
69,727433.6386791816,4632827.374938457,2013-04-18 16:23:02,-1
70,727468.735433178,4632835.899050312,0,137
71,727323.7237347935,4633056.465780428,2013-04-18 16:24:07,-1
72,727226.2841460742,4633055.625763785,0,149
73,727111.9404279711,4633104.880091405,0,153
74,727113.2347486091,4633064.235148969,2013-04-18 16:25:03,-1
75,727209.1108120242,4632761.193828728,0,132
76,727528.8857148796,4632485.665150953,2013-04-18 16:26:05,-1
77,727534.0742046069,4632465.283567259,0,113
78,727429.1153481628,4632436.028180634,2013-04-18 16:27:58,-1
79,727417.1031963993,4632432.68001016,0,111
80,727311.204505544,4632135.760470063,2013-04-18 16:29:04,-1
81,727312.8464071108,4632132.459150581,0,81
82,727317.0263632545,4632127.303906277,0,78
83,727317.9367674757,4632126.187100992,0,76
84,727319.2082004836,4632125.3361944035,0,75
85,727340.1646127906,4632114.151579408,0,71
86,727446.0743104117,4632118.56506877,0,72
87,727451.2674405975,4632103.324705703,0,68
88,727481.8481565963,4632069.345821152,2013-04-18 16:30:01,-1
89,727451.2674405975,4632103.324705703,0,68
90,727446.0743104117,4632118.56506877,0,72
91,727549.9469390622,4632148.9760997165,2013-04-18 16:31:05,-1
92,727677.4214841528,4632217.900641248,0,89
93,727707.9815613588,4632164.922128241,2013-04-18 16:32:09,-1
94,727767.0900048222,4632120.836734956,0,73
95,727808.015693553,4632121.463964285,2013-04-18 16:33:13,-1
96,727815.8044348685,4632124.043413933,0,74
97,727849.4129105425,4632132.246565968,0,80
98,727935.2773578018,4632065.074309647,0,65
99,728005.7003876325,4631983.94122803,0,61
100,728040.728517388,4631943.606029237,0,55
101,728058.7340876032,4631922.908894608,2013-04-18 16:34:17,-1
102,728067.4618237438,4631912.907846492,0,54
103,728070.4692057241,4631909.46419039,0,53
104,728081.5337174479,4631896.7946159765,0,51
105,728095.4574558064,4631880.862325015,0,48
106,728102.4221849556,4631872.892978482,2013-04-18 16:35:21,-1
107,728149.789309159,4631818.693836014,2013-04-18 16:36:25,-1
108,728171.3061258662,4631794.180820486,0,40
109,728216.8726595605,4631741.668675284,2013-04-18 16:37:31,-1
110,728224.6153150843,4631732.758495703,0,36
111,728249.9793428499,4631703.570101639,0,29
112,728284.9363738121,4631663.342794701,0,26
113,728318.3565299828,4631624.819116835,0,25
