,easting,northing,timestamp,node_id
0,728807.2710455735,4631982.824703789,2013-04-16 16:00:10,-1
1,728811.5118284399,4631976.317018663,2013-04-16 16:00:19,-1
2,728825.3748999406,4631955.043469166,0,56
3,728851.3326163284,4631915.210586655,2013-04-16 16:00:30,-1
4,728873.1673577782,4631881.574673016,0,49
5,728900.1131181465,4631841.280856978,0,44
6,728901.9936430117,4631838.559346777,2013-04-16 16:00:44,-1
7,728931.9314252582,4631795.233155619,2013-04-16 16:00:53,-1
8,728952.902188754,4631763.44679588,2013-04-16 16:01:03,-1
9,728959.3989338393,4631753.2381913755,2013-04-16 16:01:14,-1
10,728959.3989338393,4631753.2381913755,2013-04-16 16:01:23,-1
11,728965.6743760305,4631743.377329269,0,37
12,728981.813057838,4631717.329459976,0,34
13,729020.4123181864,4631659.141987603,2013-04-16 16:01:42,-1
14,729066.7976404573,4631588.498530254,2013-04-16 16:01:51,-1
15,729068.186304709,4631586.383659424,0,22
16,729109.549061113,4631523.353480335,0,19
17,729118.7961159792,4631509.260430486,2013-04-16 16:02:02,-1
18,729120.568859282,4631506.558666509,0,13
19,729149.25730881,4631460.543142732,2013-04-16 16:02:12,-1
20,729159.7504021365,4631443.379457348,2013-04-16 16:02:21,-1
21,729196.4433874591,4631390.59180705,2013-04-16 16:02:32,-1
22,729204.9413434023,4631380.698488297,2013-04-16 16:02:35,-1
23,729209.4409303935,4631375.614266915,0,11
24,729212.6435107002,4631371.715589924,0,10
25,729185.2926239073,4631350.607051307,0,9
26,729133.988911976,4631308.997226732,2013-04-16 16:02:46,-1
27,729088.1758663515,4631272.015041491,0,7
28,729041.8774227309,4631234.456302389,2013-04-16 16:02:56,-1
29,728964.6794116816,4631169.3251665225,2013-04-16 16:03:05,-1
30,728944.9686424378,4631152.263791161,0,2
31,728969.4360062843,4631112.756734934,2013-04-16 16:03:23,-1
32,728969.4360062843,4631112.756734934,0,0
33,728982.7763079463,4631099.380162275,2013-04-16 16:03:33,-1
34,729009.3511998822,4631091.521202189,2013-04-16 16:03:38,-1
35,729043.5329906335,4631096.271315924,2013-04-16 16:03:43,-1
36,729067.0179315843,4631103.7755352035,0,1
37,729159.3454967523,4631132.887524301,2013-04-16 16:03:54,-1
38,729159.3454967523,4631132.887524301,2013-04-16 16:04:04,-1
39,729159.3454967523,4631132.887524301,2013-04-16 16:04:13,-1
40,729159.3454967523,4631132.887524301,2013-04-16 16:04:24,-1
41,729159.3454967523,4631132.887524301,2013-04-16 16:04:34,-1
42,729159.3454967523,4631132.887524301,2013-04-16 16:04:43,-1
43,729159.3454967523,4631132.887524301,2013-04-16 16:04:53,-1
44,729227.2080520941,4631193.172061266,2013-04-16 16:05:04,-1
45,729238.8639470828,4631237.689818461,2013-04-16 16:05:10,-1
46,729216.7950788396,4631314.114220035,2013-04-16 16:05:20,-1
47,729185.30158034,4631350.59706611,2013-04-16 16:05:34,-1
48,729185.2926239073,4631350.607051307,0,9
49,729212.6435107002,4631371.715589924,0,10
50,729209.4409303935,4631375.614266915,0,11
51,729140.4776050565,4631474.904215136,2013-04-16 16:06:00,-1
52,729120.568859282,4631506.558666509,0,13
53,729109.549061113,4631523.353480335,0,19
54,729089.0651078272,4631554.579225648,2013-04-16 16:06:10,-1
55,729068.186304709,4631586.383659424,0,22
56,729037.8078351171,4631632.648984971,2013-04-16 16:06:20,-1
57,729018.2433975302,4631662.445207673,2013-04-16 16:06:29,-1
58,729018.2433975302,4631662.445207673,2013-04-16 16:06:40,-1
59,729007.5839189339,4631678.679367063,2013-04-16 16:06:50,-1
60,728981.813057838,4631717.329459976,0,34
61,728967.256481823,4631740.826867457,2013-04-16 16:07:01,-1
62,728965.6743760305,4631743.377329269,0,37
63,728907.7012226211,4631830.299293204,2013-04-16 16:07:17,-1
64,728900.1131181465,4631841.280856978,0,44
65,728873.1673577782,4631881.574673016,0,49
66,728833.479071873,4631942.607377962,2013-04-16 16:07:34,-1
67,728833.479071873,4631942.607377962,2013-04-16 16:07:43,-1
68,728833.479071873,4631942.607377962,2013-04-16 16:07:54,-1
69,728833.479071873,4631942.607377962,2013-04-16 16:08:04,-1
70,728825.3748999406,4631955.043469166,0,56
71,728790.5880432073,4632008.531362718,0,63
72,728766.4004054113,4632045.514946017,2013-04-16 16:08:23,-1
73,728704.1888070414,4632140.5905886125,0,84
74,728699.9309372607,4632147.45033866,2013-04-16 16:08:32,-1
75,728680.2630826859,4632178.727404296,0,86
76,728631.8193220607,4632254.840900274,2013-04-16 16:08:43,-1
77,728615.4323211499,4632279.959894167,0,97
78,728604.7917315736,4632296.270615568,0,99
79,728599.693169801,4632304.086168757,2013-04-16 16:08:53,-1
80,728599.693169801,4632304.086168757,2013-04-16 16:09:04,-1
81,728599.693169801,4632304.086168757,2013-04-16 16:09:15,-1
82,728599.693169801,4632304.086168757,2013-04-16 16:09:25,-1
83,728599.693169801,4632304.086168757,2013-04-16 16:09:35,-1
84,728523.800150513,4632415.324588539,2013-04-16 16:09:48,-1
85,728521.0369477859,4632419.27447721,0,110
86,728461.0140264283,4632506.722180281,2013-04-16 16:09:58,-1
87,728457.8832124146,4632511.287469884,0,118
88,728380.6059180144,4632487.69534809,0,116
89,728364.0085873076,4632484.044897696,2013-04-16 16:10:11,-1
90,728330.465525033,4632480.753269473,0,114
91,728324.6477955144,4632480.873810308,2013-04-16 16:10:17,-1
92,728330.465525033,4632480.753269473,0,114
93,728271.3171141269,4632387.09313562,0,108
94,728271.3171141269,4632387.09313562,2013-04-16 16:10:28,-1
95,728271.3171141269,4632387.09313562,0,108
96,728203.160662692,4632359.313082784,0,107
97,728179.1365034617,4632341.6973149255,0,105
98,728174.4341064409,4632336.528419345,2013-04-16 16:10:40,-1
99,728167.461805252,4632327.134761074,2013-04-16 16:10:51,-1
100,728166.5663849852,4632325.776278961,2013-04-16 16:11:01,-1
101,728166.0843970552,4632324.84418565,0,104
102,728160.1627588933,4632311.905502785,0,101
103,728147.1224198313,4632273.190092048,0,96
104,728139.3592118338,4632253.58514664,2013-04-16 16:11:12,-1
105,728114.3337081606,4632220.137771262,0,90
106,728071.7296588919,4632183.682234693,2013-04-16 16:11:23,-1
107,728061.8809991395,4632175.5618629195,0,85
108,728024.9917825286,4632142.997779949,2013-04-16 16:11:33,-1
109,728024.9917825286,4632142.997779949,2013-04-16 16:11:43,-1
110,728021.4737335388,4632140.120369079,0,83
111,728011.8029704532,4632132.210679295,0,79
112,728006.1047585672,4632127.180763112,0,77
113,727964.0068760101,4632090.182490623,2013-04-16 16:12:03,-1
114,727935.2773578018,4632065.074309647,0,65
115,727849.4129105425,4632132.246565968,0,80
116,727821.1595192226,4632126.3287736,2013-04-16 16:12:21,-1
117,727821.1595192226,4632126.3287736,2013-04-16 16:12:32,-1
118,727821.1595192226,4632126.3287736,2013-04-16 16:12:42,-1
119,727821.1595192226,4632126.3287736,2013-04-16 16:12:51,-1
120,727821.1595192226,4632126.3287736,2013-04-16 16:13:05,-1
121,727815.8044348685,4632124.043413933,0,74
122,727767.0900048222,4632120.836734956,0,73
123,727723.3358035408,4632146.54883105,2013-04-16 16:13:19,-1
124,727677.4214841528,4632217.900641248,0,89
125,727675.4875458013,4632224.491419726,2013-04-16 16:13:31,-1
126,727673.0064217759,4632232.9469833765,2013-04-16 16:13:42,-1
127,727670.2905159779,4632242.202673182,2013-04-16 16:13:52,-1
128,727661.4619096294,4632267.187655034,0,95
129,727599.9155446055,4632327.143989124,2013-04-16 16:14:10,-1
130,727543.5136727191,4632421.797931174,2013-04-16 16:14:20,-1
131,727534.0742046069,4632465.283567259,0,113
132,727517.323102588,4632513.681303523,2013-04-16 16:14:30,-1
133,727512.9826427851,4632520.228182801,2013-04-16 16:14:40,-1
134,727445.5962028594,4632581.301667429,2013-04-16 16:14:59,-1
135,727359.9539585727,4632631.76712056,2013-04-16 16:15:08,-1
136,727256.6578992285,4632707.99817931,2013-04-16 16:15:19,-1
137,727209.1108120242,4632761.193828728,0,132
138,727180.7196561332,4632800.825411508,2013-04-16 16:15:29,-1
139,727135.0309078217,4632910.633471218,2013-04-16 16:15:39,-1
140,727116.072173345,4633022.115382455,2013-04-16 16:15:49,-1
141,727112.1385868664,4633098.657400781,2013-04-16 16:15:57,-1
142,727112.1385868664,4633098.657400781,2013-04-16 16:15:57,-1
143,727111.9404279711,4633104.880091405,2013-04-16 16:15:59,-1
144,727111.9404279711,4633104.880091405,0,153
145,727195.7320124471,4633083.390426128,2013-04-16 16:16:08,-1
146,727226.2841460742,4633055.625763785,0,149
147,727213.9441709445,4633020.5534197055,2013-04-16 16:16:22,-1
148,727232.8411452362,4632986.497512276,2013-04-16 16:16:28,-1
149,727293.2131807418,4632971.375104643,2013-04-16 16:16:36,-1
150,727335.7020353294,4632947.039937858,2013-04-16 16:16:43,-1
151,727374.8514827251,4632873.625460493,2013-04-16 16:16:55,-1
152,727384.8373471594,4632826.022238705,2013-04-16 16:17:02,-1
153,727387.2552190293,4632816.10957179,0,138
154,727387.7587390704,4632816.231864044,2013-04-16 16:17:02,-1
155,727410.3671021534,4632821.722862323,2013-04-16 16:17:06,-1
156,727437.8099024207,4632828.388022843,2013-04-16 16:17:09,-1
157,727437.8099024207,4632828.388022843,2013-04-16 16:17:16,-1
158,727437.8099024207,4632828.388022843,2013-04-16 16:17:26,-1
159,727437.8099024207,4632828.388022843,2013-04-16 16:17:36,-1
160,727437.8099024207,4632828.388022843,2013-04-16 16:17:46,-1
161,727437.8099024207,4632828.388022843,2013-04-16 16:17:56,-1
162,727468.735433178,4632835.899050312,2013-04-16 16:17:58,-1
163,727468.735433178,4632835.899050312,0,137
164,727460.3135079942,4632892.492798529,2013-04-16 16:18:06,-1
165,727436.000678138,4632963.728595666,2013-04-16 16:18:16,-1
166,727410.4673087816,4633001.4115874125,2013-04-16 16:18:22,-1
167,727268.4422929762,4633067.548359057,2013-04-16 16:18:36,-1
168,727268.4422929762,4633067.548359057,2013-04-16 16:18:47,-1
169,727268.4422929762,4633067.548359057,2013-04-16 16:18:57,-1
170,727268.4422929762,4633067.548359057,2013-04-16 16:19:07,-1
171,727268.4422929762,4633067.548359057,2013-04-16 16:19:17,-1
172,727268.4422929762,4633067.548359057,2013-04-16 16:19:27,-1
173,727268.4422929762,4633067.548359057,2013-04-16 16:19:37,-1
174,727226.2841460742,4633055.625763785,0,149
175,727168.4398031144,4633095.97681359,2013-04-16 16:19:52,-1
