,road_id,length
0,33,0.0
1,33,16.06255156667146
2,36,30.64228545413416
3,44,117.846726797932
4,49,31.18329689566351
5,49,17.30188464435399
6,56,85.72012564923625
7,56,0.0
8,56,1.9257104054663898
9,62,63.805045486108995
10,86,141.910240603612
11,86,15.90125322798741
12,88,33.752784095141664
13,88,0.0
14,88,11.267997149840987
15,101,120.21775326594317
16,103,15.669237351558229
17,103,3.8054071677794514
18,114,25.515817909127094
19,114,0.0
20,114,114.92694014358747
21,114,0.0
22,114,0.0
23,114,8.3879699946379
24,125,60.37888381928613
25,125,0.0
26,125,51.22283198840553
27,124,80.90212024401272
28,121,50.70965259865239
29,119,90.84047144692205
30,119,22.600922837895666
31,112,74.30123629783394
32,111,29.977058123377354
33,109,16.202888127916665
34,109,5.186823205876632
35,108,14.246214786088672
36,105,40.87079300991758
37,100,63.2420451263762
38,93,9.6294727826386
39,93,59.22449683933621
40,87,49.30579047460525
41,87,4.461702440674732
42,85,12.493472341092211
43,79,7.600636519212181
44,77,78.6878050025565
45,77,15.512887270909223
46,81,30.85242799712813
47,81,82.87226036426237
48,80,28.528581304886806
49,80,6.480309846412908
50,73,49.78216954375027
51,92,64.13171137709722
52,92,72.33194219116132
53,99,37.068235864944086
54,99,0.0
55,99,0.0
56,99,14.76462796902667
57,118,243.10514539857218
58,140,136.04512338781151
59,140,315.18604383519164
60,161,80.38768328611394
61,161,283.61721173482346
62,161,0.6710573592339415
63,162,129.37346500762982
64,156,70.61955906440238
65,156,234.20964484935394
66,156,30.91971138617482
67,144,43.501872089360155
68,144,40.34709187497463
69,157,141.69246853895353
70,157,219.94822656605552
71,157,0.0
72,157,22.282074581027995
73,162,129.37346500762982
74,161,139.71793214772293
75,161,224.9580202324484
76,139,79.9876476607097
77,139,354.0337569456214
78,139,129.04721069446947
79,139,226.95332072939993
80,139,78.02087318246168
81,140,32.398445328374294
82,140,341.57763034501
83,140,77.25509154961885
84,118,133.1847574803635
85,118,109.92038791820869
86,99,51.832863833970755
87,92,113.21746290477482
88,92,0.0
89,92,23.246190663483713
90,73,49.78216954375027
91,80,10.931644365981416
92,80,0.0
93,80,0.0
94,80,24.077246785318298
95,81,93.24767676907572
96,81,20.47701159231478
97,77,94.20069227346572
98,79,7.600636519212181
99,85,12.493472341092211
100,87,8.300856361294512
101,87,45.466636553985474
102,93,9.5386733499732
103,93,59.31529627200161
104,100,63.2420451263762
105,105,40.87079300991758
106,108,14.246214786088672
107,109,21.389711333793297
108,111,29.977058123377354
109,112,66.64978455589116
110,112,7.651451741942779
111,119,113.44139428481772
112,119,0.0
113,121,50.70965259865239
114,124,66.57273389738037
115,124,0.0
116,124,14.329386346632347
117,125,111.60171580769166
118,114,148.83072804735247
119,103,4.9535064741251915
120,103,0.0
121,103,0.0
122,103,14.521138045212489
123,101,120.21775326594317
124,88,29.224286501156797
125,88,15.796494743825853
126,86,157.81149383159942
127,62,63.805045486108995
128,56,2.0095484349000685
129,56,0.0
130,56,0.0
131,56,85.63628761980257
132,49,48.4851815400175
133,44,45.113121543143905
134,44,72.7336052547881
135,36,30.64228545413416
136,33,122.32671325201846
137,33,34.54493341118464
138,22,75.39020671399776
139,18,14.445563455699988
140,18,5.641788862522935
141,13,139.33077929105363
142,13,19.185586815537672
143,11,5.045722314182898
144,10,34.549815393744986
145,8,124.93368161043935
146,6,112.08581198469523
147,6,74.62060646529079
148,1,46.61838460674224
149,0,51.28129361565744
150,0,55.359866286584456
151,9,85.4602998541781
152,9,0.0
153,9,224.31611999568054
154,9,56.93445646124053
155,10,34.549815393744986
156,11,5.045722314182898
157,13,49.09239715646158
158,13,109.42396895012973
159,18,20.087352318222923
160,22,75.39020671399776
161,33,8.650273112096272
162,33,132.15882198443538
